,index,smiles,length,inchikey,name,groups,withdrawn_class,source
4474,4474,Cn1c2c(c(=O)n(C)c1=O)n(CC(CO)O)cn2,42,KSCFJBIXMNOVSH-UHFFFAOYSA-N,dyphylline,US Previously Marketed,1,['NCATS']
4519,4519,CNCCC=C1c2ccccc2CCc2ccccc21.Cl,42,SHAYBENGXDALFF-UHFFFAOYSA-N,nortriptyline hydrochloride,approved,0,['ChEMBL']
4520,4520,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,42,SSQPWTVBQMWLSZ-AAQCHOMXSA-N,icosapent ethyl,approved,0,['ChEMBL']
4521,4521,O=C([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+],42,DFHAXXVZCFXGOQ-UHFFFAOYSA-K,foscarnet sodium,approved,0,"['ChEMBL', 'NCATS']"
4522,4522,CNCCCC1c2ccccc2C=Cc2ccccc21.Cl,42,OGQDIIKRQRZXJH-UHFFFAOYSA-N,protriptyline hydrochloride,approved,0,['ChEMBL']
4523,4523,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,42,PCHPORCSPXIHLZ-UHFFFAOYSA-N,diphenhydramine hydrochloride,approved,0,"['ChEMBL', 'NCATS']"
4524,4524,OC[C@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@@H]1O,42,ZCXUVYAZINUVJD-UKFBFLRUSA-N,fludeoxyglucose,approved,0,"['ChEMBL', 'NCATS']"
4525,4525,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.Cl,42,OWNWYCOLFIFTLK-YDALLXLXSA-N,levalbuterol hydrochloride,approved,0,['ChEMBL']
4526,4526,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,42,NDNSIBYYUOEUSV-RSAXXLAASA-N,ropivacaine hydrochloride,approved,0,"['ChEMBL', 'NCATS']"
4527,4527,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,42,BMKDZUISNHGIBY-ZETCQYMHSA-N,dexrazoxane,approved,0,"['ChEMBL', 'NCATS']"
4528,4528,CCOc1ccc2c(c1)[nH]c(n2)SCCN3CCOCC3,42,WWNUCVSRRUDYPP-UHFFFAOYSA-N,fabomotizole,Possibly Marketed Outside US,0,['NCATS']
4529,4529,CC1CCCC(C)N1C(=Nc2cccc(c2)C(F)(F)F)S,42,YTNJAWMNFLIDLW-UHFFFAOYSA-N,ticarbodine,Possibly Marketed Outside US,0,['NCATS']
4530,4530,CCCCCCCCCCCCCCCCOP(=O)(O)OCCCCCCCCCCCCCCCC,42,RNPXCFINMKSQPQ-UHFFFAOYSA-N,dihexadecyl phosphate,Possibly Marketed Outside US,0,['NCATS']
4531,4531,c1ccc(cc1)CN2CN(Cc3ccccc3)C(=S)SC2,42,QFVAWNPSRQWSDU-UHFFFAOYSA-N,sulbentine,Possibly Marketed Outside US,0,['NCATS']
4532,4532,CN(C)S(=O)(=O)c1ccc(cc1)OP(=S)(OC)OC,42,JISACBWYRJHSMG-UHFFFAOYSA-N,famphur,Possibly Marketed Outside US,0,['NCATS']
4534,4534,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N2CCOCC2,42,HZTMGWSBSDLALI-UHFFFAOYSA-N,dimorpholamine,Possibly Marketed Outside US,0,['NCATS']
4535,4535,CC(C)NCC(COc1ccc(cc1)COCCOC(C)C)O.Cl,42,NDIJCSDPVYWQSZ-UHFFFAOYSA-N,bisoprolol hydrochloride,US Approved Rx,0,['NCATS']
4536,4536,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Bi+3],42,ANERHPOLUMFRDC-UHFFFAOYSA-K,bismuth citrate,US Approved OTC,0,['NCATS']
4537,4537,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,42,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,squalane,Possibly Marketed Outside US,0,['NCATS']
4538,4538,CN1CCOC(c2ccccc2)c3ccccc3C1.Cl,42,CNNVSINJDJNHQK-UHFFFAOYSA-N,nefopam hydrochloride,Possibly Marketed Outside US,0,['NCATS']
4539,4539,CC(C)(C)NCC(c1cc(c(c(c1)Cl)N)Cl)O.Cl,42,OPXKTCUYRHXSBK-UHFFFAOYSA-N,clenbuterol hydrochloride,Possibly Marketed Outside US,0,['NCATS']
4540,4540,C(CCN)C[C@@]([H])(C(=O)O)N.C1CC(=N[C@]1([H])C(=O)O)O,42,GSTSUZHIVMCRLR-RVZXSAGBSA-N,lysine pidolate,Possibly Marketed Outside US,0,['NCATS']
4541,4541,CC(C)(C)NCC(COc1ccccc1OCC2CCCO2)O.Cl,42,AKLNLVOZXMQGSI-UHFFFAOYSA-N,bufetolol hydrochloride,Possibly Marketed Outside US,0,['NCATS']
4542,4542,Cc1cccc(C)c1N=C(CN(CC(=O)O)CC(=O)O)O,42,DJQJFMSHHYAZJD-UHFFFAOYSA-N,lidofenin,Possibly Marketed Outside US,0,['NCATS']
4543,4543,c1cc(ccc1N)S(=O)(=O)NC(=N)[S-].[Na+],42,AMLYLOFLVJXROT-UHFFFAOYSA-M,sulfathiourea sodium,Possibly Marketed Outside US,0,['NCATS']
4544,4544,C[N+](C)(CCOc1ccccc1)Cc2ccccc2,42,AVWWVJUMXRXPNF-UHFFFAOYSA-N,bephenium,Possibly Marketed Outside US,0,['NCATS']
4545,4545,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,41,GECHUMIMRBOMGK-UHFFFAOYSA-N,sulfapyridine,withdrawn,1,"['WITHDRAWN', 'ChEMBL', 'NCATS']"
4546,4546,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,41,KLPWJLBORRMFGK-UHFFFAOYSA-N,molindone,withdrawn,1,['WITHDRAWN']
4549,4549,CN1C=C(C(=O)C2=C1C=C(C=C2)F)S(=O)C,41,UYGONJYYUKVHDD-UHFFFAOYSA-N,flosequinan,withdrawn,1,"['WITHDRAWN', 'ChEMBL', 'NCATS']"
4550,4550,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl,41,KPSRODZRAIWAKH-UHFFFAOYSA-N,ciprofibrate,withdrawn,1,['WITHDRAWN']
4551,4551,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,41,BFPYWIDHMRZLRN-SLHNCBLASA-N,ethinylestradiol,withdrawn,1,['WITHDRAWN']
4555,4555,C[C@H](N)Cc1ccccc1.O=C(O)CCCCC(=O)O,41,OFCJKOOVFDGTLY-QRPNPIFTSA-N,dextroamphetamine adipate,withdrawn,1,['ChEMBL']
4556,4556,CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)O)c1I,41,YQNFBOJPTAXAKV-OMCISZLKSA-N,ipodate,withdrawn,1,['ChEMBL']
4557,4557,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,41,CFJMRBQWBDQYMK-UHFFFAOYSA-N,carbetapentane,withdrawn,1,"['ChEMBL', 'NCATS']"
4558,4558,c1ccc2c(c1)c(=N)c3ccccc3[nH]2,41,XJGFWWJLMVZSIG-UHFFFAOYSA-N,aminacrine,US Previously Marketed,1,['NCATS']
4559,4559,CC(C)NCCCCCNc1cc(cc2cccnc21)OC,41,VKXQZROIIKPELG-UHFFFAOYSA-N,pentaquine,US Previously Marketed,1,['NCATS']
4560,4560,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,41,QDYLMAYUEZBUFO-UHFFFAOYSA-N,cetalkonium,US Previously Marketed,1,['NCATS']
4561,4561,CC(C)(C)NC[C@@]([H])(COc1ccccc1C2CCCC2)O,41,KQXKVJAGOJTNJS-HNNXBMFYSA-N,penbutolol,US Previously Marketed,1,['NCATS']
4562,4562,CN(C)CCN(Cc1ccc(cc1)OC)c2nccs2,41,KYBJXENQEZJILU-UHFFFAOYSA-N,zolamine,US Previously Marketed,1,['NCATS']
4563,4563,CC(C)(C(Cl)(Cl)Cl)O.CC(C)(C(Cl)(Cl)Cl)O.O,41,OSASVXMJTNOKOY-UHFFFAOYSA-N,chlorobutanol hemihydrate,US Previously Marketed,1,['NCATS']
4564,4564,COc1ccc(c(c1)O)C(=O)c2ccccc2O,41,MEZZCSHVIGVWFI-UHFFFAOYSA-N,dioxybenzone,US Previously Marketed,1,['NCATS']
4595,4595,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.Cl,41,QYRYFNHXARDNFZ-UHFFFAOYSA-N,venlafaxine hydrochloride,approved,0,['ChEMBL']
4596,4596,CNCCCN1c2ccccc2CCc2ccccc21.Cl,41,XAEWZDYWZHIUCT-UHFFFAOYSA-N,desipramine hydrochloride,approved,0,['ChEMBL']
4597,4597,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl,41,VIDRYROWYFWGSY-UHFFFAOYSA-N,sotalol hydrochloride,approved,0,['ChEMBL']
4598,4598,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,41,QDWJJTJNXAKQKD-UHFFFAOYSA-N,trihexyphenidyl hydrochloride,approved,0,['ChEMBL']
4599,4599,CC(=O)Nc1nnc(S([NH-])(=O)=O)s1.[Na+],41,MRSXAJAOWWFZJJ-UHFFFAOYSA-M,acetazolamide sodium,approved,0,['ChEMBL']
4600,4600,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1.Cl,41,CHDPSNLJFOQTRK-UHFFFAOYSA-N,betaxolol hydrochloride,approved,0,"['ChEMBL', 'NCATS']"
4601,4601,C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O,41,JDBJJCWRXSVHOQ-UTONKHPSSA-N,rasagiline mesylate,approved,0,['ChEMBL']
4602,4602,CC(C)NCC(O)COc1cccc2ccccc12.Cl,41,ZMRUPTIKESYGQW-UHFFFAOYSA-N,propranolol hydrochloride,approved,0,['ChEMBL']
4603,4603,Cl.N=C(N)NC(=O)c1nc(Cl)c(N)nc1N.O.O,41,LTKVFMLMEYCWMK-UHFFFAOYSA-N,amiloride hydrochloride,approved,0,"['ChEMBL', 'NCATS']"
4604,4604,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,41,UEJJHQNACJXSKW-UHFFFAOYSA-N,thalidomide,approved,0,"['ChEMBL', 'NCATS']"
4605,4605,Cc1ncc(CN=C(N(CCCl)N=O)O)c(=N)[nH]1,41,VFEDRRNHLBGPNN-UHFFFAOYSA-N,nimustine,Possibly Marketed Outside US,0,['NCATS']
4606,4606,COc1cc(cc(c1OC)OC)C(=NCCCCCC(=O)O)O,41,MPTXLVRHYGBOQY-UHFFFAOYSA-N,capobenic acid,Possibly Marketed Outside US,0,['NCATS']
4607,4607,C(CCCNC(=N)N)CCC(=NC(C(=NCCCCNCCCN)O)O)O.Cl,41,FODMSVBVCPOQRL-UHFFFAOYSA-N,gusperimus monohydrochloride,Possibly Marketed Outside US,0,['NCATS']
4608,4608,CNc1c2CCCCc2nn1C.C(\[H])(=C(\[H])/C(=O)O)/C(=O)O,41,NKDJNEGDJVXHKM-UHFFFAOYSA-N,tetrydamine maleate,Possibly Marketed Outside US,0,['NCATS']
4609,4609,CCN(CC)CCN=C(c1cc(c(cc1OC)N)Cl)O.Cl,41,RVFUNJWWXKCWNS-UHFFFAOYSA-N,metoclopramide hydrochloride anhydrous,US Approved Rx,0,['NCATS']
4610,4610,CCC1(Cc2ccccc2C1)c3cnc[nH]3.Cl,41,HSWPZIDYAHLZDD-UHFFFAOYSA-N,atipamezole hydrochloride,Possibly Marketed Outside US,0,['NCATS']
4611,4611,Cn1c2c(c(=O)n(C)c1=O)nc[nH]2.C(CO)N,41,DAAFJZUNCOXSKD-UHFFFAOYSA-N,theophylline olamine,US Approved Rx,0,['NCATS']
4612,4612,c1ccc2c(c1)cccc2CC(=O)[O-].[Na+],41,CJUUXVFWKYRHAR-UHFFFAOYSA-M,sodium 1-naphthaleneacetate,Possibly Marketed Outside US,0,['NCATS']
4613,4613,COCCCC/C(=N/OCCN)/c1ccc(cc1)C(F)(F)F,41,CJOFXWAVKWHTFT-UHFFFAOYSA-N,"fluvoxamine, (z)-",US Approved Rx,0,['NCATS']
4614,4614,CCN(CC)CCOC(=O)C(C)c1ccc(cc1)CC(C)C,41,LMNZWAJFILAFEC-UHFFFAOYSA-N,diethylaminoethyl ibuprofen,US Approved Rx,0,['NCATS']
4615,4615,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C,41,LGEZTMRIZWCDLW-UHFFFAOYSA-N,isocetyl stearate,Possibly Marketed Outside US,0,['NCATS']
4616,4616,CCC(CC)(c1ccccc1)C(=O)OCCOCCN(CC)CC,41,IQADUMSPOQKAAO-UHFFFAOYSA-N,oxeladin,Possibly Marketed Outside US,0,['NCATS']
4617,4617,C1CCN(C1)N=C(NS(=O)(=O)c2ccc(cc2)Cl)O,41,HNSCCNJWTJUGNQ-UHFFFAOYSA-N,glyclopyramide,Possibly Marketed Outside US,0,['NCATS']
4618,4618,CCCCCC[C@]([H])(C/C(/[H])=C(/[H])\CCCCCCCC(=O)OCC([H])(CO)O)O,41,HDIFHQMREAYYJW-FIWHBWSRSA-N,glyceryl ricinoleate,Possibly Marketed Outside US,0,['NCATS']
4619,4619,CCCCN1CCCC1C(=Nc2c(C)cc(C)cc2C)O.Cl,41,NFEZGTHMTGKIBG-UHFFFAOYSA-N,bumecaine hydrochloride,Possibly Marketed Outside US,0,['NCATS']
4620,4620,CCCCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,41,SCRSFLUHMDMRFP-UHFFFAOYSA-N,caprylyl trisiloxane,Possibly Marketed Outside US,0,['NCATS']
4621,4621,c1cc(c(cc1[As](=O)(O)O)N(=O)=O)O,41,XMVJITFPVVRMHC-UHFFFAOYSA-N,roxarsone,Possibly Marketed Outside US,0,['NCATS']
4622,4622,C=CCOC(Cn1ccnc1)c2ccc(cc2Cl)Cl,41,PZBPKYOVPCNPJY-UHFFFAOYSA-N,enilconazole,Possibly Marketed Outside US,0,['NCATS']
4623,4623,CC(C)c1c(C)n(C)n(-c2ccccc2)c1=O,41,PXWLVJLKJGVOKE-UHFFFAOYSA-N,propyphenazone,Possibly Marketed Outside US,0,['NCATS']
4624,4624,CC(=Nc1ccc(cc1)C(=O)O)O.CC(CN(C)C)O,41,FJFQBKRMSCKTSE-UHFFFAOYSA-N,dimepranol acedoben,Possibly Marketed Outside US,0,['NCATS']
4625,4625,CCCCN(CCCC)C(c1ccc(cc1)OC)C(=N)O.Cl,41,FZOGOYCDAVNSFE-UHFFFAOYSA-N,ambucetamide hydrochloride,Possibly Marketed Outside US,0,['NCATS']
4626,4626,Cc1ncc(n1CC(CN2CCOCC2)O)N(=O)=O,41,GAZGHCHCYRSPIV-UHFFFAOYSA-N,morinidazole,Possibly Marketed Outside US,0,['NCATS']
4627,4627,C[C@]([H])(C1=NCCN1)Oc2c(cccc2Cl)Cl.Cl,41,DWWHMKBNNNZGHF-OGFXRTJISA-N,levlofexidine hydrochloride,Possibly Marketed Outside US,0,['NCATS']
4628,4628,CC(C)(C)NC[C@]([H])(COc1c(nsn1)N2CCOCC2)O,41,BLJRIMJGRPQVNF-SNVBAGLBSA-N,"timolol, (r)-",Possibly Marketed Outside US,0,['NCATS']
4629,4629,C1=CC=C(C=C1)OC(=O)C2=C(C=C(C=C2)N)O,40,DNVVZWSVACQWJE-UHFFFAOYSA-N,phenyl aminosalicylate,withdrawn,1,"['WITHDRAWN', 'ChEMBL', 'NCATS']"
4630,4630,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,40,ZGUGWUXLJSTTMA-UHFFFAOYSA-N,promazine,withdrawn,1,"['WITHDRAWN', 'ChEMBL', 'NCATS']"
4631,4631,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,40,WJCNZQLZVWNLKY-UHFFFAOYSA-N,thiabendazole,withdrawn,1,"['WITHDRAWN', 'ChEMBL', 'NCATS']"
4632,4632,CC12CCC3C(C1CCC(=O)O2)CCC4=CC(=O)C=CC34C,40,BPEWUONYVDABNZ-DZBHQSCQSA-N,testolactone,withdrawn,1,"['WITHDRAWN', 'ChEMBL', 'NCATS']"
4633,4633,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O,40,UNFWWIHTNXNPBV-WXKVUWSESA-N,spectinomycin,withdrawn,1,"['WITHDRAWN', 'ChEMBL', 'NCATS']"
4634,4634,CCCCCCCC(=O)CCC1C(CC(C1CC=CCCCC(=O)O)O)O,40,TVHAZVBUYQMHBC-SNHXEXRGSA-N,unoprostone,withdrawn,1,['WITHDRAWN']
4638,4638,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,40,SHGAZHPCJJPHSC-XFYACQKRSA-N,isotretinoin,withdrawn,1,['WITHDRAWN']
4639,4639,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,40,UEQUQVLFIPOEMF-UHFFFAOYSA-N,mianserin,withdrawn,1,['WITHDRAWN']
4641,4641,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C.Cl,40,LMWQQUMMGGIGJQ-UHFFFAOYSA-N,etidocaine hydrochloride,withdrawn,1,"['ChEMBL', 'NCATS']"
4642,4642,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,40,LEBVLXFERQHONN-INIZCTEOSA-N,levobupivacaine,withdrawn,1,"['ChEMBL', 'NCATS']"
4643,4643,CN(C)CCN(Cc1cccs1)c1ccccn1.Cl,40,BONORRGKLJBGRV-UHFFFAOYSA-N,methapyrilene hydrochloride,withdrawn,1,['ChEMBL']
4644,4644,NCCc1c[nH]cn1.O=P(O)(O)O.O=P(O)(O)O,40,ZHIBQGJKHVBLJJ-UHFFFAOYSA-N,histamine phosphate,withdrawn,1,['ChEMBL']
4645,4645,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,40,WBCWFMFZMRFRLT-UHFFFAOYSA-N,cycrimine hydrochloride,withdrawn,1,['ChEMBL']
4646,4646,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1.Cl,40,ZXKXJHAOUFHNAS-FVGYRXGTSA-N,dexfenfluramine hydrochloride,withdrawn,1,['ChEMBL']
4647,4647,C=CCC1(C(C)CCC)C(=O)N=C([S-])NC1=O.[Na+],40,LYZGJWXNOGIVQA-UHFFFAOYSA-M,thiamylal sodium,withdrawn,1,['ChEMBL']
4648,4648,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N.Cl,40,PRGUDWLMFLCODA-UHFFFAOYSA-N,benoxinate hydrochloride,withdrawn,1,['ChEMBL']
4649,4649,Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,40,ZFSPFXJSEHCTTR-UHFFFAOYSA-N,procyclidine hydrochloride,withdrawn,1,['ChEMBL']
4650,4650,c1cc(cc2c1cc3ccc(cc3n2)N)N,40,WDVSHHCDHLJJJR-UHFFFAOYSA-N,proflavine,US Previously Marketed,1,['NCATS']
4651,4651,C[N+](C)(C)CCCCCC[N+](C)(C)C.[Cl-].[Cl-],40,PYIHTIJNCRKDBV-UHFFFAOYSA-L,hexamethonium chloride,US Previously Marketed,1,['NCATS']
4652,4652,CCCCC(=O)[O-].CCCCC(=O)[O-].O.O.[ZnH2+2],40,HEIUYITXQVSVEL-UHFFFAOYSA-N,zinc valerate dihydrate,US Previously Marketed,1,['NCATS']
4653,4653,[As](=O)([O-])([O-])[O-].[Na+].[Na+].[Na+],40,CDBAKLRDFBGJOX-UHFFFAOYSA-K,trisodium arsenate,US Previously Marketed,1,['NCATS']
4654,4654,C(CS(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],40,AFAXGSQYZLGZPG-UHFFFAOYSA-L,"sodium 1,2-ethanedisulfonate",US Previously Marketed,1,['NCATS']
4655,4655,C1=CC[C@]2([H])[C@]([H])(C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,40,LDVVMCZRFWMZSG-OLQVQODUSA-N,captan,US Previously Marketed,1,['NCATS']
4656,4656,C[C@]([H])(Cc1ccccc1)N.C(CC(=O)O)C(=O)O,40,HVANWDSTOFDWRV-DDWIOCJRSA-N,levamfetamine succinate,US Previously Marketed,1,['NCATS']
4657,4657,C[N+](C)(C)CCCCCC[N+](C)(C)C.[OH-].[OH-],40,GYLUMIIRFKDCKI-UHFFFAOYSA-L,hexamethonium hydroxide,US Previously Marketed,1,['NCATS']
4658,4658,CN(C)CCN(Cc1ccsc1)c2ccccn2.Cl,40,OQWLDKFPOJCKBX-UHFFFAOYSA-N,thenyldiamine hydrochloride,US Previously Marketed,1,['NCATS']
4659,4659,c1cc(c(/C(/[H])=N/NC(=N)N)c(c1)Cl)Cl.CC(=O)O,40,MCSPBPXATWBACD-UHFFFAOYSA-N,guanabenz acetate,US Previously Marketed,1,['NCATS']
4660,4660,c1cc(c(cc1Cl)Cl)Oc2ccc(cc2O)Cl,40,XEFQLINVKFYRCS-UHFFFAOYSA-N,triclosan,US Previously Marketed,1,['NCATS']
4661,4661,CCCC(C)C1(CC=C)C(=NC(=O)N=C1[O-])O.[Na+],40,AXXJTNXVUHVOJW-UHFFFAOYSA-M,secobarbital sodium,US Previously Marketed,1,['NCATS']
4662,4662,N(=O)(=O)[O-].N(=O)(=O)[O-].[Sr+2],40,DHEQXMRUPNDRPG-UHFFFAOYSA-N,strontium nitrate sr-85,US Previously Marketed,1,['NCATS']
4710,4710,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1,40,SVEBYYWCXTVYCR-LBPRGKRZSA-N,methyldopate,approved,0,"['ChEMBL', 'NCATS']"
4712,4712,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Na+],40,PPASLZSBLFJQEF-RXSVEWSESA-M,sodium ascorbate,approved,0,['ChEMBL']
4713,4713,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,40,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,biotin,approved,0,"['ChEMBL', 'NCATS']"
4714,4714,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C.Cl,40,RNAICSBVACLLGM-GNAZCLTHSA-N,pilocarpine hydrochloride,approved,0,['ChEMBL']
4715,4715,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],40,MSRILKIQRXUYCT-UHFFFAOYSA-M,divalproex sodium,approved,0,['ChEMBL']
4716,4716,CCCCCCCC(=O)[O-].CCCCCCCC(=O)[O-].[Mg+2],40,HPBJPFJVNDHMEG-UHFFFAOYSA-L,magnesium caprylate,Possibly Marketed Outside US,0,['NCATS']
4717,4717,CC(C)Cc1ccc(cc1)C(C)C(=O)[O-].[K+],40,HEFNNWSXXWATRW-UHFFFAOYSA-M,ibuprofen potassium,US Approved Rx,0,['NCATS']
4718,4718,CCCCCCCCCCCCCC[n+]1ccc(C)cc1.[Cl-],40,JDKRQGOIZPRQRU-UHFFFAOYSA-N,miripirium chloride,Possibly Marketed Outside US,0,['NCATS']
4719,4719,CCOc1cc(c(cc1C(=O)CCC(=O)O)OCC)OCC,40,YPTFHLJNWSJXKG-UHFFFAOYSA-N,trepibutone,Possibly Marketed Outside US,0,['NCATS']
4720,4720,CCOC(=O)c1c(C)n(C)c2ccc(cc21)O,40,YTBNTDMBGXAOCG-UHFFFAOYSA-N,mecarbinate,Possibly Marketed Outside US,0,['NCATS']
4721,4721,c1cc(Cl)ncc1CN2CCN=C2NN(=O)=O,40,YWTYJOPNNQFBPC-UHFFFAOYSA-N,imidacloprid,Possibly Marketed Outside US,0,['NCATS']
4722,4722,C([C@@]([H])(C(=O)[O-])N)C(=O)[O-].[Li+].[Li+],40,CKLJMWTZIZZHCS-REOHCLBHSA-L,dilithium aspartate,US Approved Rx,0,['NCATS']
4723,4723,CC/C(/[H])=C(/[H])\C/C(/[H])=C(/[H])\C/C(/[H])=C(/[H])\C/C(/[H])=C(/[H])\C/C(/[H])=C(/[H])\CCCC(=O)O,40,JAZBEHYOTPTENJ-UHFFFAOYSA-N,icosapent,US Approved Rx,0,['NCATS']
4724,4724,C1N2CN3CN1CN(C2)C3.OP(=O)(O)O.OP(=O)(O)O,40,BGAZSPYPJDSHIT-UHFFFAOYSA-N,methenamine diphosphate,US Approved Rx,0,['NCATS']
4725,4725,Cc1c(cccc1Nc2c(cccn2)C(=O)O)Cl,40,CLOMYZFHNHFSIQ-UHFFFAOYSA-N,clonixin,Possibly Marketed Outside US,0,['NCATS']
4726,4726,CC(C)NC[C@@]([H])(COc1ccc(cc1)CC(=N)O)O,40,METKIMKYRPQLGS-LBPRGKRZSA-N,"atenolol, (-)-",Possibly Marketed Outside US,0,['NCATS']
4727,4727,CC(=CCC/C(=C(\[H])/CC/C(=C(\[H])/CC/C(=C(\[H])/CO)/C)/CO)/C)C,40,SUWYPNNPLSRNPS-UHFFFAOYSA-N,plaunotol,Possibly Marketed Outside US,0,['NCATS']
4728,4728,CN(C)CC(c1ccc(cc1)O)C2(CCCCC2)O.Cl,40,IMWPSXHIEURNKZ-UHFFFAOYSA-N,desvenlafaxine hydrochloride,US Approved Rx,0,['NCATS']
4729,4729,c1cc(c(cc1S(=O)(=O)N)S(=O)(=O)N)Cl,40,NENBAISIHCWPKP-UHFFFAOYSA-N,clofenamide,Possibly Marketed Outside US,0,['NCATS']
4730,4730,C1(C(=O)[N-]C(=N1)[O-])NC(=N)[O-].[Al+3].O.O,40,NZILXMYBYNIXPF-UHFFFAOYSA-K,aldioxa,US Approved OTC,0,['NCATS']
4731,4731,c1cc(ccc1/C(/[H])=C(\[H])/C(=O)O)Cn2ccnc2,40,SHZKQBHERIJWAO-UHFFFAOYSA-N,ozagrel,Possibly Marketed Outside US,0,['NCATS']
4732,4732,O=S(=O)([O-])[O-].O.O.O.O.O.O.O.[ZnH2+2],40,BWCHHFILSJPCBG-UHFFFAOYSA-L,zinc sulfate heptahydrate,US Approved OTC,0,['NCATS']
4733,4733,CCC(=O)O[C@]([H])(CC(=O)[O-])C[N+](C)(C)C.Cl,40,KTFMPDDJYRFWQE-DDWIOCJRSA-N,levocarnitine propionate hydrochloride,US Approved Rx,0,['NCATS']
4734,4734,CCCOc1ccc2c(c1)[nH]c(n2)N=C(O)OC,40,RAOCRURYZCVHMG-UHFFFAOYSA-N,oxibendazole,Possibly Marketed Outside US,0,['NCATS']
4735,4735,CC(C)c1c(c2ccccn2n1)C(=O)C(C)C,40,ZJVFLBOZORBYFE-UHFFFAOYSA-N,ibudilast,Possibly Marketed Outside US,0,['NCATS']
4736,4736,c1cc(ccc1[As](=O)(O)O)N(=O)=O,40,FUUFQLXAIUOWML-UHFFFAOYSA-N,nitarsone,Possibly Marketed Outside US,0,['NCATS']
4737,4737,CC(c1ccc(cc1)/C(/[H])=C/2\CCCCC2=O)C(=O)O,40,AUZUGWXLBGZUPP-UHFFFAOYSA-N,pelubiprofen,Possibly Marketed Outside US,0,['NCATS']
4738,4738,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,39,UFLGIAIHIAPJJC-UHFFFAOYSA-N,tripelennamine,withdrawn,1,"['WITHDRAWN', 'ChEMBL', 'NCATS']"
4739,4739,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,39,NFBAXHOPROOJAW-UHFFFAOYSA-N,phenindione,withdrawn,1,"['WITHDRAWN', 'ChEMBL', 'NCATS']"
4740,4740,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3CCC(=O)C4,39,ICTXHFFSOAJUMG-SLHNCBLASA-N,norethynodrel,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
