,index,smiles,length,inchikey,name,groups,withdrawn_class,source
4297,4297,O=C1NOCC1\N=C\C1=CC=C(\C=N\C2CONC2=O)C=C1,44,ODKYYBOHSVLGNU-IAGONARPSA-N,terizidone,approved; investigational,0,['DrugBank']
4300,4300,CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1.O.[Na+],44,IHCDKJZZFOUARO-UHFFFAOYSA-M,sulfacetamide sodium,approved,0,['ChEMBL']
4301,4301,Cc1cccc([C@H](C)c2c[nH]cn2)c1C.Cl,44,VPNGEIHDPSLNMU-MERQFXBCSA-N,dexmedetomidine hydrochloride,approved,0,['ChEMBL']
4302,4302,CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl,44,XZZXIYZZBJDEEP-UHFFFAOYSA-N,imipramine hydrochloride,approved,0,['ChEMBL']
4334,4334,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,43,YECBIJXISLIIDS-UHFFFAOYSA-N,pyrilamine,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
4338,4338,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3,43,OWQUZNMMYNAXSL-UHFFFAOYSA-N,diphenylpyraline,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
4340,4340,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3,43,REYFJDPCWQRWAA-UHFFFAOYSA-N,antazoline,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
4342,4342,COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)N,43,KXRZBTAEDBELFD-UHFFFAOYSA-N,sulfametopyrazine,withdrawn,1,"['WITHDRAWN', 'DrugBank']"
4343,4343,CN(C)CCC(C1=CC=CC=C1)(C2=CC=CC=C2Cl)O,43,WRCHFMBCVFFYEQ-QGZVFWFLSA-N,clofedanol,withdrawn,1,['WITHDRAWN']
4344,4344,CN(C)CC=C(C1=CC=C(C=C1)Br)C2=CN=CC=C2,43,OYPPVKRFBIWMSX-SXGWCWSVSA-N,zimeldine,withdrawn,1,"['WITHDRAWN', 'DrugBank', 'ChEMBL']"
4346,4346,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,43,MDKGKXOCJGEUJW-UHFFFAOYSA-N,suprofen,withdrawn,1,"['WITHDRAWN', 'DrugBank', 'ChEMBL']"
4347,4347,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,43,DOUYETYNHWVLEO-UHFFFAOYSA-N,imiquimod,withdrawn,1,['WITHDRAWN']
4348,4348,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,43,VHOGYURTWQBHIL-UHFFFAOYSA-N,leflunomide,withdrawn,1,['WITHDRAWN']
4352,4352,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,43,WRCHFMBCVFFYEQ-UHFFFAOYSA-N,chlophedianol,withdrawn,1,"['DrugBank', 'ChEMBL']"
4354,4354,Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl,43,UQZKYYIKWZOKKD-UHFFFAOYSA-N,orphenadrine hydrochloride,withdrawn,1,['ChEMBL']
4355,4355,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,43,SIEYLFHKZGLBNX-NTISSMGPSA-N,levobupivacaine hydrochloride,withdrawn,1,['ChEMBL']
4373,4373,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,43,NHUHCSRWZMLRLA-UHFFFAOYSA-N,sulfisoxazole,approved; vet_approved,0,['DrugBank']
4374,4374,NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1,43,VWFCHDSQECPREK-LURJTMIESA-N,cidofovir,approved,0,"['DrugBank', 'ChEMBL']"
4382,4382,CN1CCC(CN2C3=CC=CC=C3SC3=CC=CC=C23)C1,43,HTMIBDQKFHUPSX-UHFFFAOYSA-N,methdilazine,approved,0,['DrugBank']
4386,4386,O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1,43,FSVJFNAIGNNGKK-UHFFFAOYSA-N,praziquantel,approved; investigational; vet_approved,0,"['DrugBank', 'ChEMBL']"
4388,4388,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,43,XRCFXMGQEVUZFC-UHFFFAOYSA-N,anisindione,approved,0,['DrugBank']
4390,4390,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1,43,BQIPXWYNLPYNHW-UHFFFAOYSA-N,metipranolol,approved,0,['DrugBank']
4391,4391,CN(C)CCOC(C1=CC=CC=C1)C1=CC=C(Br)C=C1,43,NUNIWXHYABYXKF-UHFFFAOYSA-N,bromodiphenhydramine,approved,0,['DrugBank']
4392,4392,CC(CN(C)C)CN1C2=CC=CC=C2SC2=CC=CC=C12,43,ZZHLYYDVIOPZBE-UHFFFAOYSA-N,alimemazine,approved; vet_approved,0,['DrugBank']
4395,4395,CN1CC2C(C1)C1=C(OC3=CC=C(Cl)C=C23)C=CC=C1,43,VSWBSWWIRNCQIJ-UHFFFAOYSA-N,asenapine,approved,0,"['DrugBank', 'ChEMBL']"
4398,4398,O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,43,VHBFFQKBGNRLFZ-UHFFFAOYSA-N,flavone,approved; experimental,0,['DrugBank']
4401,4401,OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1,43,ZPAKPRAICRBAOD-UHFFFAOYSA-N,fenbufen,approved,0,['DrugBank']
4404,4404,CCCCCCCCCCCC(=O)OCCNC(=O)C[N+]1=CC=CC=C1,43,UGJWZYARKOFRDB-UHFFFAOYSA-O,lapyrium,approved,0,['DrugBank']
4405,4405,CC1=CC=C(\C=C2/C3CCC(C)(C2=O)C3(C)C)C=C1,43,HEOCBCNFKCOKBX-SDNWHVSQSA-N,enzacamene,approved,0,['DrugBank']
4407,4407,FC1=C(C=CC(=C1)C#N)[C@H]1CCC2=CN=CN12,43,USUZGMWDZDXMDG-CYBMUJFWSA-N,osilodrostat,approved; investigational,0,"['DrugBank', 'ChEMBL']"
4408,4408,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1.Cl,43,QSRVZCCJDKYRRF-YDALLXLXSA-N,methyldopate hydrochloride,approved,0,['ChEMBL']
4410,4410,CC(=O)O.CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,43,QSXMZJGGEWYVCN-UHFFFAOYSA-N,pirbuterol acetate,approved,0,['ChEMBL']
4411,4411,Nc1nc([O-])c2ncn(COCCO)c2n1.[Na+],43,RMLUKZWYIKEASN-UHFFFAOYSA-M,acyclovir sodium,approved,0,['ChEMBL']
4412,4412,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2.Cl,43,FYBXRCFPOTXTJF-UHFFFAOYSA-N,carteolol hydrochloride,approved,0,['ChEMBL']
4413,4413,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1.Cl,43,RHKZVMUBMXGOLL-UHFFFAOYSA-N,cyclopentolate hydrochloride,approved,0,['ChEMBL']
4414,4414,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl.O,43,KJBLQGHJOCAOJP-UHFFFAOYSA-N,metoclopramide hydrochloride,approved,0,['ChEMBL']
4415,4415,Cl.NC1=NCC2c3ccccc3Cc3ccccc3N12,43,VKXSGUIOOQPGAF-UHFFFAOYSA-N,epinastine hydrochloride,approved,0,['ChEMBL']
4416,4416,CC(O)(P(=O)([O-])O)P(=O)([O-])O.[Na+].[Na+],43,GWBBVOVXJZATQQ-UHFFFAOYSA-L,etidronate disodium,approved,0,['ChEMBL']
4417,4417,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C.Cl,43,OQGYMIIFOSJQSF-UHFFFAOYSA-N,pentazocine hydrochloride,approved,0,['ChEMBL']
4418,4418,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1.Cl,43,BEEDODBODQVSIM-UHFFFAOYSA-N,oxymetazoline hydrochloride,approved,0,['ChEMBL']
4419,4419,Cl.N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,43,KGHYQYACJRXCAT-UHFFFAOYSA-N,tipiracil hydrochloride,approved,0,['ChEMBL']
4420,4420,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1.Cl,43,JUMYIBMBTDDLNG-OJERSXHUSA-N,dexmethylphenidate hydrochloride,approved,0,['ChEMBL']
4446,4446,CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,42,PDMMFKSKQVNJMI-BLQWBTBKSA-N,testosterone propionate,withdrawn,1,"['WITHDRAWN', 'DrugBank', 'ChEMBL']"
4448,4448,CCC1NC2=CC(=C(C=C2C(=O)N1)S(=O)(=O)N)Cl,42,AGMMTXLNIQSRCG-SECBINFHSA-N,quinethazone,withdrawn,1,['WITHDRAWN']
4449,4449,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,42,UVKZSORBKUEBAZ-UHFFFAOYSA-N,cyclizine,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
4450,4450,CC12CCC3C(C1CCC2O)CCC45C3(CC(=C(C4O5)O)C#N)C,42,KVJXBPDAXMEYOA-CXANFOAXSA-N,trilostane,withdrawn,1,"['WITHDRAWN', 'DrugBank', 'ChEMBL']"
4451,4451,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,42,OZWKMVRBQXNZKK-UHFFFAOYSA-N,ketorolac,withdrawn,1,['WITHDRAWN']
4453,4453,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4,42,WVLOADHCBXTIJK-YNHQPCIGSA-N,hydromorphone,withdrawn,1,['WITHDRAWN']
4454,4454,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,42,HCFDWZZGGLSKEP-UHFFFAOYSA-N,doxylamine,withdrawn,1,['WITHDRAWN']
4455,4455,C1=CC=C(C(=C1)CC(=O)O)OC2=C(C=C(C=C2)Cl)Cl,42,IDKAXRLETRCXKS-UHFFFAOYSA-N,fenclofenac,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
4456,4456,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CCCCC3,42,IQWYAQCHYZHJOS-UHFFFAOYSA-N,tetrazepam,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
4457,4457,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3,42,LDMWSLGGVTVJPG-UHFFFAOYSA-N,minaprine,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
4459,4459,C1=NC2=C(N1COC(CO)CO)NC(=NC2=O)N,42,IRSCQMHQWWYFCW-UHFFFAOYSA-N,ganciclovir,withdrawn,1,['WITHDRAWN']
4460,4460,O=C([O-])CNC(=O)c1ccccc1[123I].[Na+],42,XYITYKDGJLHYPW-TWDNZPFZSA-M,iodohippurate sodium i 123,withdrawn,1,['ChEMBL']
4462,4462,O=C([O-])CNC(=O)c1ccccc1[131I].[Na+],42,XYITYKDGJLHYPW-UDYUCQKZSA-M,iodohippurate sodium i 131,withdrawn,1,['ChEMBL']
4464,4464,Cl.Nc1ccc(/N=N/c2ccccc2)c(N)n1,42,QQBPIHBUCMDKFG-GEEYTBSJSA-N,phenazopyridine hydrochloride,withdrawn,1,['ChEMBL']
4475,4475,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,42,VHGCDTVCOLNTBX-QGZVFWFLSA-N,atomoxetine,approved,0,"['DrugBank', 'ChEMBL']"
4476,4476,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1,42,NPUKDXXFDDZOKR-LLVKDONJSA-N,etomidate,approved,0,"['DrugBank', 'ChEMBL']"
4482,4482,CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,42,VACCAVUAMIDAGB-UHFFFAOYSA-N,sulfamethizole,approved; investigational; vet_approved,0,['DrugBank']
4484,4484,CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O,42,KSCFJBIXMNOVSH-UHFFFAOYSA-N,dyphylline,approved,0,"['DrugBank', 'ChEMBL']"
4485,4485,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,42,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,nalidixic acid,approved; investigational,0,['DrugBank']
4487,4487,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,42,YSXKPIUOCJLQIE-UHFFFAOYSA-N,biperiden,approved; investigational,0,"['DrugBank', 'ChEMBL']"
4489,4489,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,42,OUDSBRTVNLOZBN-UHFFFAOYSA-N,tolazamide,approved; investigational,0,"['DrugBank', 'ChEMBL']"
4496,4496,CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1,42,KBUZBQVCBVDWKX-UHFFFAOYSA-N,emedastine,approved,0,"['DrugBank', 'ChEMBL']"
4498,4498,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,42,ODQWQRRAPPTVAG-UHFFFAOYSA-N,doxepin,approved; investigational,0,"['DrugBank', 'ChEMBL']"
4508,4508,CC(C)NC[C@H](O)COC1=CC=C(CCOCC2CC2)C=C1,42,NWIUTZDMDHAVTP-KRWDZBQOSA-N,levobetaxolol,approved; investigational,0,['DrugBank']
4511,4511,[H]C(=O)[C@H]([18F])[C@@H](O)[C@H](O)[C@H](O)CO,42,AOYNUTHNTBLRMT-MXWOLSILSA-N,fludeoxyglucose (18f),approved; investigational,0,['DrugBank']
4512,4512,C(NC1=NC=NC2=C1NC=N2)C1=CC=CO1,42,QANMHLXAZMSUEX-UHFFFAOYSA-N,kinetin,approved,0,['DrugBank']
4513,4513,[H]N1CCCCC1C(O)(C1=CC=CC=C1)C1=CC=CC=C1,42,XSWHNYGMWWVAIE-UHFFFAOYSA-N,pipradrol,approved,0,['DrugBank']
4514,4514,O=N(=O)C1=CC=C(C=C1)C1=CC=CC=C1,42,BAJQRLZAPXASRD-UHFFFAOYSA-N,p-nitrobiphenyl,approved; experimental; investigational,0,['DrugBank']
4515,4515,FC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,42,NASXCEITKQITLD-UHFFFAOYSA-N,fluindione,approved; investigational,0,['DrugBank']
4517,4517,C1CCC(CC1)NC1=CC=C(NC2=CC=CC=C2)C=C1,42,ZRMMVODKVLXCBB-UHFFFAOYSA-N,"n-cyclohexyl-n'-phenyl-1,4-phenylenediamine",approved,0,['DrugBank']
4518,4518,[Fe++].NCC([O-])=O.NCC([O-])=O.OS(O)(=O)=O,42,YJYOLOWXCPIBSY-UHFFFAOYSA-L,ferrous glycine sulfate,approved,0,['DrugBank']
4519,4519,CNCCC=C1c2ccccc2CCc2ccccc21.Cl,42,SHAYBENGXDALFF-UHFFFAOYSA-N,nortriptyline hydrochloride,approved,0,['ChEMBL']
4520,4520,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,42,SSQPWTVBQMWLSZ-AAQCHOMXSA-N,icosapent ethyl,approved,0,['ChEMBL']
4522,4522,CNCCCC1c2ccccc2C=Cc2ccccc21.Cl,42,OGQDIIKRQRZXJH-UHFFFAOYSA-N,protriptyline hydrochloride,approved,0,['ChEMBL']
4525,4525,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.Cl,42,OWNWYCOLFIFTLK-YDALLXLXSA-N,levalbuterol hydrochloride,approved,0,['ChEMBL']
4546,4546,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,41,KLPWJLBORRMFGK-UHFFFAOYSA-N,molindone,withdrawn,1,['WITHDRAWN']
4548,4548,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,41,UEJJHQNACJXSKW-UHFFFAOYSA-N,thalidomide,withdrawn,1,"['WITHDRAWN', 'DrugBank']"
4550,4550,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl,41,KPSRODZRAIWAKH-UHFFFAOYSA-N,ciprofibrate,withdrawn,1,['WITHDRAWN']
4551,4551,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,41,BFPYWIDHMRZLRN-SLHNCBLASA-N,ethinylestradiol,withdrawn,1,['WITHDRAWN']
4553,4553,CCC(CC)(C1=CC=CC=C1)C(=O)OCCOCCN(CC)CC,41,IQADUMSPOQKAAO-UHFFFAOYSA-N,oxeladin,withdrawn,1,"['WITHDRAWN', 'DrugBank']"
4555,4555,C[C@H](N)Cc1ccccc1.O=C(O)CCCCC(=O)O,41,OFCJKOOVFDGTLY-QRPNPIFTSA-N,dextroamphetamine adipate,withdrawn,1,['ChEMBL']
4556,4556,CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)O)c1I,41,YQNFBOJPTAXAKV-OMCISZLKSA-N,ipodate,withdrawn,1,['ChEMBL']
4565,4565,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,41,CJOFXWAVKWHTFT-XSFVSMFZSA-N,fluvoxamine,approved; investigational,0,"['DrugBank', 'ChEMBL']"
4569,4569,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,41,RDJGLLICXDHJDY-UHFFFAOYSA-N,fenoprofen,approved,0,"['DrugBank', 'ChEMBL']"
4570,4570,C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1,41,CUHVIMMYOGQXCV-NSHDSACASA-N,dexmedetomidine,approved; vet_approved,0,"['DrugBank', 'ChEMBL']"
4573,4573,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1,41,JBMKAUGHUNFTOL-UHFFFAOYSA-N,chlorothiazide,approved; vet_approved,0,"['DrugBank', 'ChEMBL']"
4574,4574,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,41,GECHUMIMRBOMGK-UHFFFAOYSA-N,sulfapyridine,approved,0,['DrugBank']
4576,4576,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1,41,WREGKURFCTUGRC-POYBYMJQSA-N,zalcitabine,approved; investigational,0,['DrugBank']
4577,4577,CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2,41,YLXDSYKOBKBWJQ-LBPRGKRZSA-N,ramelteon,approved; investigational,0,"['DrugBank', 'ChEMBL']"
4578,4578,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,41,XSVMFMHYUFZWBK-NSHDSACASA-N,rivastigmine,approved; investigational,0,"['DrugBank', 'ChEMBL']"
4579,4579,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1,41,KQXKVJAGOJTNJS-HNNXBMFYSA-N,penbutolol,approved; investigational,0,"['DrugBank', 'ChEMBL']"
4580,4580,OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O,41,WVYADZUPLLSGPU-UHFFFAOYSA-N,salsalate,approved,0,['DrugBank']
4582,4582,CC1CC(CC(C)(C)C1)OC(=O)C(O)C1=CC=CC=C1,41,WZHCOOQXZCIUNC-UHFFFAOYSA-N,cyclandelate,approved,0,['DrugBank']
4585,4585,CCN(CC)CCOCCOC(=O)C1(CCCC1)C1=CC=CC=C1,41,CFJMRBQWBDQYMK-UHFFFAOYSA-N,pentoxyverine,approved; investigational,0,['DrugBank']
4586,4586,COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1O,41,MEZZCSHVIGVWFI-UHFFFAOYSA-N,dioxybenzone,approved,0,['DrugBank']
4587,4587,CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,41,QDYLMAYUEZBUFO-UHFFFAOYSA-N,cetalkonium,approved,0,['DrugBank']
4588,4588,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,41,PJHKBYALYHRYSK-UHFFFAOYSA-N,triheptanoin,approved; investigational,0,"['DrugBank', 'ChEMBL']"
4589,4589,CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O,41,YCPOZVAOBBQLRI-WDSKDSINSA-N,treosulfan,approved; investigational,0,['DrugBank']
4590,4590,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,41,RGHNJXZEOKUKBD-SQOUGZDYSA-N,gluconic acid,approved; investigational,0,['DrugBank']
4591,4591,CN1C=C(C(=O)C2=C1C=C(F)C=C2)S(C)=O,41,UYGONJYYUKVHDD-UHFFFAOYSA-N,flosequinan,approved,0,['DrugBank']
4592,4592,CC1=CC2=C(C=C1S(N)(=O)=O)S(=O)(=O)CCC2,41,FNQQBFNIYODEMB-UHFFFAOYSA-N,meticrane,approved,0,['DrugBank']
4594,4594,N[C@@H](CC1=CC(O)=C(O)C=C1[18F])C(O)=O,41,PAXWQORCRCBOCU-RPDRGXCHSA-N,fluorodopa (18f),approved; experimental,0,"['DrugBank', 'ChEMBL']"
4595,4595,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.Cl,41,QYRYFNHXARDNFZ-UHFFFAOYSA-N,venlafaxine hydrochloride,approved,0,['ChEMBL']
4596,4596,CNCCCN1c2ccccc2CCc2ccccc21.Cl,41,XAEWZDYWZHIUCT-UHFFFAOYSA-N,desipramine hydrochloride,approved,0,['ChEMBL']
4597,4597,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl,41,VIDRYROWYFWGSY-UHFFFAOYSA-N,sotalol hydrochloride,approved,0,['ChEMBL']
4598,4598,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,41,QDWJJTJNXAKQKD-UHFFFAOYSA-N,trihexyphenidyl hydrochloride,approved,0,['ChEMBL']
4599,4599,CC(=O)Nc1nnc(S([NH-])(=O)=O)s1.[Na+],41,MRSXAJAOWWFZJJ-UHFFFAOYSA-M,acetazolamide sodium,approved,0,['ChEMBL']
4601,4601,C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O,41,JDBJJCWRXSVHOQ-UTONKHPSSA-N,rasagiline mesylate,approved,0,['ChEMBL']
4602,4602,CC(C)NCC(O)COc1cccc2ccccc12.Cl,41,ZMRUPTIKESYGQW-UHFFFAOYSA-N,propranolol hydrochloride,approved,0,['ChEMBL']
4636,4636,CCN(CC)CCOC1=CC2=C(C=C1)N=C(S2)N(C)C,40,WGMYEOIMVYADRJ-UHFFFAOYSA-N,diamthazole,withdrawn,1,"['WITHDRAWN', 'DrugBank', 'ChEMBL']"
4639,4639,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,40,UEQUQVLFIPOEMF-UHFFFAOYSA-N,mianserin,withdrawn,1,['WITHDRAWN']
4640,4640,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2OC)Br)OC,40,GUJRSXAPGDDABA-NSHDSACASA-N,remoxipride,withdrawn,1,"['WITHDRAWN', 'DrugBank', 'ChEMBL']"
4643,4643,CN(C)CCN(Cc1cccs1)c1ccccn1.Cl,40,BONORRGKLJBGRV-UHFFFAOYSA-N,methapyrilene hydrochloride,withdrawn,1,['ChEMBL']
4644,4644,NCCc1c[nH]cn1.O=P(O)(O)O.O=P(O)(O)O,40,ZHIBQGJKHVBLJJ-UHFFFAOYSA-N,histamine phosphate,withdrawn,1,['ChEMBL']
4645,4645,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,40,WBCWFMFZMRFRLT-UHFFFAOYSA-N,cycrimine hydrochloride,withdrawn,1,['ChEMBL']
4646,4646,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1.Cl,40,ZXKXJHAOUFHNAS-FVGYRXGTSA-N,dexfenfluramine hydrochloride,withdrawn,1,['ChEMBL']
4647,4647,C=CCC1(C(C)CCC)C(=O)N=C([S-])NC1=O.[Na+],40,LYZGJWXNOGIVQA-UHFFFAOYSA-M,thiamylal sodium,withdrawn,1,['ChEMBL']
4648,4648,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N.Cl,40,PRGUDWLMFLCODA-UHFFFAOYSA-N,benoxinate hydrochloride,withdrawn,1,['ChEMBL']
4649,4649,Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,40,ZFSPFXJSEHCTTR-UHFFFAOYSA-N,procyclidine hydrochloride,withdrawn,1,['ChEMBL']
4668,4668,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12,40,ZGUGWUXLJSTTMA-UHFFFAOYSA-N,promazine,approved; vet_approved,0,['DrugBank']
4669,4669,[Na+].CCCCC(CC)CCC(CC(C)C)OS([O-])(=O)=O,40,FVEFRICMTUKAML-UHFFFAOYSA-M,sodium tetradecyl sulfate,approved; investigational,0,"['DrugBank', 'ChEMBL']"
4670,4670,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,40,HXHWSAZORRCQMX-UHFFFAOYSA-N,albendazole,approved; vet_approved,0,"['DrugBank', 'ChEMBL']"
4671,4671,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2,40,LWAFSWPYPHEXKX-UHFFFAOYSA-N,carteolol,approved,0,"['DrugBank', 'ChEMBL']"
4673,4673,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1,40,PYZRQGJRPPTADH-UHFFFAOYSA-N,lamotrigine,approved; investigational,0,"['DrugBank', 'ChEMBL']"
4675,4675,CC1C2CC3=C(C=C(O)C=C3)C1(C)CCN2CC=C(C)C,40,VOKSWYLNZZRQPF-UHFFFAOYSA-N,pentazocine,approved; vet_approved,0,"['DrugBank', 'ChEMBL']"
4676,4676,N1C2=CC=CC=C2N=C1C1=CSC=N1,40,WJCNZQLZVWNLKY-UHFFFAOYSA-N,thiabendazole,approved; vet_approved,0,['DrugBank']
4677,4677,NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21,40,WHWZLSFABNNENI-UHFFFAOYSA-N,epinastine,approved; investigational,0,"['DrugBank', 'ChEMBL']"
4678,4678,CCCN1C2=C(NC=N2)C(=O)NC1=O,40,SIQPXVQCUCHWDI-UHFFFAOYSA-N,enprofylline,approved; experimental,0,['DrugBank']
4682,4682,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,40,JZUFKLXOESDKRF-UHFFFAOYSA-N,hydrochlorothiazide,approved; vet_approved,0,"['DrugBank', 'ChEMBL']"
4683,4683,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,40,LEBVLXFERQHONN-INIZCTEOSA-N,levobupivacaine,approved; investigational,0,['DrugBank']
4686,4686,NC1=CC2=NC3=C(C=CC(N)=C3)C=C2C=C1,40,WDVSHHCDHLJJJR-UHFFFAOYSA-N,proflavine,approved,0,['DrugBank']
4687,4687,OP(O)(=O)C(SC1=CC=C(Cl)C=C1)P(O)(O)=O,40,DKJJVAGXPKPDRL-UHFFFAOYSA-N,tiludronic acid,approved; investigational; vet_approved,0,"['DrugBank', 'ChEMBL']"
4689,4689,COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,40,DXGLGDHPHMLXJC-UHFFFAOYSA-N,oxybenzone,approved; investigational,0,"['DrugBank', 'ChEMBL']"
4692,4692,COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1,40,YKPUWZUDDOIDPM-SOFGYWHQSA-N,capsaicin,approved,0,"['DrugBank', 'ChEMBL']"
4693,4693,NC1=CC(O)=C(C=C1)C(=O)OC1=CC=CC=C1,40,DNVVZWSVACQWJE-UHFFFAOYSA-N,phenyl aminosalicylate,approved,0,['DrugBank']
